<android.webkit.WebHistoryItem: android.webkit.WebHistoryItem clone()>
<android.content.Intent: android.os.Bundle getExtras()>
<android.app.PendingIntent: android.app.PendingIntent getBroadcast(android.content.Context,int,android.content.Intent,int)>
<android.view.MotionEvent: float getX()>
<android.webkit.WebView: android.webkit.WebSettings getSettings()>
<android.content.Intent: android.content.ComponentName getComponent()>
<android.database.sqlite.SQLiteDatabase: android.database.Cursor query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String)>
<java.lang.reflect.InvocationTargetException: java.lang.Throwable getCause()>
<java.lang.String: byte[] getBytes(java.lang.String)>
<android.view.MotionEvent: float getY()>
<java.io.File: java.lang.String getPath()>
<java.lang.StringBuilder: java.lang.String toString()>
<java.util.Locale: java.util.Locale getDefault()>
<android.content.ContextWrapper: android.content.res.AssetManager getAssets()>
<android.app.Activity: int getRequestedOrientation()>
<android.content.res.TypedArray: boolean getBoolean(int,boolean)>
<android.app.Activity: java.lang.Object getSystemService(java.lang.String)>
<android.content.Intent: java.lang.String getAction()>
<android.net.wifi.WifiInfo: android.net.wifi.SupplicantState getSupplicantState()>
<android.app.Notification: android.app.Notification clone()>
<android.view.View: android.content.Context getContext()>
<android.widget.Toast: android.widget.Toast makeText(android.content.Context,java.lang.CharSequence,int)>
<android.view.KeyEvent: int getKeyCode()>
<android.view.View: int getVisibility()>
<android.view.animation.Animation: android.view.animation.Animation clone()>
<android.net.Proxy: java.lang.String getDefaultHost()>
<android.location.Location: double getLatitude()>
<java.lang.Object: java.lang.Object clone()>
<android.content.Intent: boolean getBooleanExtra(java.lang.String,boolean)>
<android.app.AlertDialog$Builder: android.app.AlertDialog show()>
<android.view.ContextThemeWrapper: android.content.res.Resources getResources()>
<java.util.Locale: java.lang.String getLanguage()>
<java.lang.Class: java.lang.reflect.Constructor getConstructor(java.lang.Class[])>
<android.view.MotionEvent: int getAction()>
<android.view.LayoutInflater: android.view.View inflate(int,android.view.ViewGroup)>
<java.io.Writer: java.io.Writer append(java.lang.CharSequence,int,int)>
<android.view.Display: int getOrientation()>
<android.app.Activity: android.database.Cursor managedQuery(android.net.Uri,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String)>
<android.telephony.TelephonyManager: java.lang.String getLine1Number()>
<android.view.View: int getId()>
<android.hardware.Camera: android.hardware.Camera$Parameters getParameters()>
<java.lang.reflect.Field: java.lang.Object get(java.lang.Object)>
<org.json.JSONObject: java.util.Iterator keys()>
<android.os.Environment: java.lang.String getExternalStorageState()>
<android.text.method.PasswordTransformationMethod: android.text.method.PasswordTransformationMethod getInstance()>
<android.content.res.AssetFileDescriptor: long getStartOffset()>
<android.os.Looper: android.os.Looper getMainLooper()>
<java.io.File: java.lang.String getAbsolutePath()>
<java.io.File: java.io.File getParentFile()>
<android.app.Dialog: android.view.Window getWindow()>
<android.content.Intent: android.os.Parcelable getParcelableExtra(java.lang.String)>
<android.app.Activity: android.content.Intent getIntent()>
<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>
<java.lang.reflect.Field: int getInt(java.lang.Object)>
<org.apache.http.conn.scheme.PlainSocketFactory: org.apache.http.conn.scheme.PlainSocketFactory getSocketFactory()>
<android.telephony.TelephonyManager: java.lang.String getDeviceId()>
<android.os.Environment: java.io.File getExternalStorageDirectory()>
<android.content.ComponentName: android.content.ComponentName clone()>
<android.view.View: android.os.IBinder getWindowToken()>
<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>
<android.content.res.Resources: android.util.DisplayMetrics getDisplayMetrics()>
<android.net.NetworkInfo: android.net.NetworkInfo$State getState()>
<android.animation.Animator: android.animation.Animator clone()>
<java.lang.ref.Reference: java.lang.Object get()>
<android.net.wifi.WifiManager: android.net.wifi.WifiInfo getConnectionInfo()>
<android.content.Intent: android.net.Uri getData()>
<android.content.res.Resources: java.lang.String getString(int)>
<java.lang.Throwable: java.lang.String getMessage()>
<android.app.Activity: android.view.Window getWindow()>
<java.lang.String: java.lang.String trim()>
<android.graphics.Bitmap: android.graphics.Bitmap createBitmap(int,int,android.graphics.Bitmap$Config)>
<java.lang.Enum: java.lang.String toString()>
<org.apache.http.impl.client.AbstractHttpClient: org.apache.http.conn.ClientConnectionManager getConnectionManager()>
<android.content.Intent: java.lang.String getStringExtra(java.lang.String)>
<android.app.Activity: android.view.WindowManager getWindowManager()>
<android.telephony.TelephonyManager: java.lang.String getNetworkOperatorName()>
<android.preference.PreferenceManager: android.content.SharedPreferences getDefaultSharedPreferences(android.content.Context)>
<android.telephony.TelephonyManager: int getNetworkType()>
<android.provider.Settings$Secure: java.lang.String getString(android.content.ContentResolver,java.lang.String)>
<android.app.AlertDialog$Builder: android.app.AlertDialog create()>
<java.io.ByteArrayOutputStream: byte[] toByteArray()>
<android.content.res.Resources: int getIdentifier(java.lang.String,java.lang.String,java.lang.String)>
<java.lang.Class: java.lang.Object newInstance()>
<android.net.ConnectivityManager: android.net.NetworkInfo getNetworkInfo(int)>
<android.view.SurfaceView: android.view.SurfaceHolder getHolder()>
<android.database.sqlite.SQLiteDatabase: int getVersion()>
<android.widget.RemoteViews: android.widget.RemoteViews clone()>
<android.graphics.Bitmap: int getWidth()>
<android.webkit.WebBackForwardList: android.webkit.WebBackForwardList clone()>
<android.os.Bundle: java.lang.String getString(java.lang.String)>
<android.graphics.Bitmap: int getHeight()>
<android.net.Uri: android.net.Uri parse(java.lang.String)>
<java.util.Locale: java.lang.String getCountry()>
<android.util.SparseArray: android.util.SparseArray clone()>
<java.lang.Class: java.lang.reflect.Field getField(java.lang.String)>
<android.view.View: java.lang.Object getTag()>
<java.lang.Class: java.lang.reflect.Method getMethod(java.lang.String,java.lang.Class[])>
<android.content.ContextWrapper: android.content.SharedPreferences getSharedPreferences(java.lang.String,int)>
<android.hardware.Sensor: int getType()>
<android.content.ContextWrapper: android.content.pm.ApplicationInfo getApplicationInfo()>
<android.net.wifi.WifiInfo: java.lang.String getMacAddress()>
<android.util.SparseBooleanArray: android.util.SparseBooleanArray clone()>
<android.content.Intent: int getIntExtra(java.lang.String,int)>
<org.apache.http.impl.client.AbstractHttpClient: org.apache.http.params.HttpParams getParams()>
<android.content.ContextWrapper: java.lang.ClassLoader getClassLoader()>
<android.content.res.AssetFileDescriptor: long getLength()>
<java.lang.Class: java.lang.String getName()>
<android.telephony.TelephonyManager: java.lang.String getSubscriberId()>
<android.location.Location: double getLongitude()>
<android.content.res.AssetFileDescriptor: java.io.FileDescriptor getFileDescriptor()>

<android.content.res.Resources: android.content.res.Configuration getConfiguration()>
<android.view.View: android.graphics.drawable.Drawable getBackground()>
<android.widget.EditText: android.text.Editable getText()>
