categoty,analysis,method
SYSTEM_SETTINGS,S,<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>
CALENDAR_INFORMATION,S,<java.util.Calendar: java.util.Date getTime()>
CALENDAR_INFORMATION,S,<java.util.Calendar: java.util.Calendar getInstance()>
CALENDAR_INFORMATION,S,<java.util.Calendar: int get(int)>
NETWORK_INFORMATION,S,<android.view.View: int getWidth()>
NETWORK_INFORMATION,S,<java.lang.Class: java.lang.reflect.Field[] getFields()>
NETWORK_INFORMATION,S,<org.json.JSONArray: java.lang.String getString(int)>
NETWORK_INFORMATION,S,<android.util.SparseArray: android.util.SparseArray clone()>
NETWORK_INFORMATION,S,<android.view.View: int getPaddingBottom()>
NETWORK_INFORMATION,S,<java.util.HashMap: java.util.Collection values()>
NETWORK_INFORMATION,S,<android.util.SparseBooleanArray: android.util.SparseBooleanArray clone()>
NETWORK_INFORMATION,S,<android.view.KeyEvent: int getAction()>
NETWORK_INFORMATION,S,<android.webkit.WebSettings: java.lang.String getUserAgentString()>
NETWORK_INFORMATION,S,<android.os.Message: android.os.Bundle getData()>
NETWORK_INFORMATION,S,<android.view.MotionEvent: int getPointerId(int)>
NETWORK_INFORMATION,S,<android.content.res.Resources: java.lang.String getResourceTypeName(int)>
NETWORK_INFORMATION,S,<android.webkit.ConsoleMessage: java.lang.String message()>
NETWORK_INFORMATION,S,<org.json.JSONArray: org.json.JSONArray put(java.lang.Object)>
NETWORK_INFORMATION,S,<android.os.Parcel: android.os.Parcelable readParcelable(java.lang.ClassLoader)>
NETWORK_INFORMATION,S,<android.net.Uri$Builder: android.net.Uri$Builder encodedQuery(java.lang.String)>
NETWORK_INFORMATION,S,<java.lang.Object: java.lang.Object clone()>
NETWORK_INFORMATION,S,<android.view.View: int getMeasuredHeight()>
NETWORK_INFORMATION,S,<android.view.animation.AnimationUtils: android.view.animation.Animation loadAnimation(android.content.Context,int)>
NETWORK_INFORMATION,S,<android.view.FocusFinder: android.view.FocusFinder getInstance()>
NETWORK_INFORMATION,S,<java.lang.System: java.lang.String getProperty(java.lang.String,java.lang.String)>
NETWORK_INFORMATION,S,<java.nio.Buffer: java.nio.Buffer flip()>
NETWORK_INFORMATION,S,<java.io.File: java.lang.String getName()>
NETWORK_INFORMATION,S,<android.view.LayoutInflater: android.view.LayoutInflater$Factory getFactory()>
NETWORK_INFORMATION,S,<java.util.Locale: java.util.Locale getDefault()>
NETWORK_INFORMATION,S,<android.view.ViewGroup: int getDescendantFocusability()>
NETWORK_INFORMATION,S,<java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>
NETWORK_INFORMATION,S,<java.lang.String: byte[] getBytes()>
NETWORK_INFORMATION,S,<android.view.View: int getId()>
NETWORK_INFORMATION,S,<android.content.Intent: android.os.Bundle getBundleExtra(java.lang.String)>
NETWORK_INFORMATION,S,<android.content.Intent: java.io.Serializable getSerializableExtra(java.lang.String)>
NETWORK_INFORMATION,S,<android.view.View: int getScrollY()>
NETWORK_INFORMATION,S,<android.net.Uri: android.net.Uri withAppendedPath(android.net.Uri,java.lang.String)>
NETWORK_INFORMATION,S,<android.app.Activity: android.view.WindowManager getWindowManager()>
NETWORK_INFORMATION,S,<android.view.animation.Animation: android.view.animation.Animation clone()>
