categoty,analysis,method
SYSTEM_SETTINGS,S,<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>
SYSTEM_SETTINGS,D,<java.lang.ClassLoader: java.lang.Class loadClass(java.lang.String)>
CALENDAR_INFORMATION,S,<java.util.Calendar: java.util.Calendar getInstance(java.util.Locale)>
CALENDAR_INFORMATION,S,<java.util.Calendar: java.util.TimeZone getTimeZone()>
NETWORK_INFORMATION,S,<org.json.JSONObject: double getDouble(java.lang.String)>
NETWORK_INFORMATION,S,<org.json.JSONArray: java.lang.String getString(int)>
NETWORK_INFORMATION,S,<android.database.sqlite.SQLiteOpenHelper: android.database.sqlite.SQLiteDatabase getWritableDatabase()>
NETWORK_INFORMATION,S,<android.util.SparseArray: android.util.SparseArray clone()>
NETWORK_INFORMATION,S,<java.io.ByteArrayOutputStream: byte[] toByteArray()>
NETWORK_INFORMATION,S,<java.util.HashMap: java.util.Collection values()>
NETWORK_INFORMATION,S,<android.util.SparseBooleanArray: android.util.SparseBooleanArray clone()>
NETWORK_INFORMATION,S,<org.json.JSONArray: org.json.JSONArray put(int)>
NETWORK_INFORMATION,S,<android.net.wifi.WifiManager: android.net.wifi.WifiInfo getConnectionInfo()>
NETWORK_INFORMATION,S,<android.view.KeyEvent: int getUnicodeChar(int)>
NETWORK_INFORMATION,S,<java.lang.Class: java.lang.reflect.Field getDeclaredField(java.lang.String)>
NETWORK_INFORMATION,S,<java.nio.charset.Charset: java.nio.charset.Charset defaultCharset()>
NETWORK_INFORMATION,S,<android.os.Message: android.os.Bundle getData()>
NETWORK_INFORMATION,S,<android.view.MotionEvent: int getPointerId(int)>
NETWORK_INFORMATION,S,<android.os.Messenger: android.os.IBinder getBinder()>
NETWORK_INFORMATION,S,<android.app.Notification: android.app.Notification clone()>
NETWORK_INFORMATION,S,<org.json.JSONArray: org.json.JSONArray put(java.lang.Object)>
NETWORK_INFORMATION,S,<java.io.Reader: int read(char[])>
NETWORK_INFORMATION,S,<java.lang.Object: java.lang.Object clone()>
NETWORK_INFORMATION,S,<java.io.FileInputStream: java.io.FileDescriptor getFD()>
NETWORK_INFORMATION,S,<java.lang.Class: java.lang.reflect.Method getMethod(java.lang.String,java.lang.Class[])>
NETWORK_INFORMATION,S,<android.widget.RemoteViews: android.widget.RemoteViews clone()>
NETWORK_INFORMATION,S,<android.content.ContextWrapper: android.content.Intent registerReceiver(android.content.BroadcastReceiver,android.content.IntentFilter)>
NETWORK_INFORMATION,S,<android.net.ConnectivityManager: android.net.NetworkInfo getNetworkInfo(int)>
NETWORK_INFORMATION,S,<java.io.File: java.lang.String getName()>
NETWORK_INFORMATION,S,<android.database.sqlite.SQLiteOpenHelper: android.database.sqlite.SQLiteDatabase getReadableDatabase()>
NETWORK_INFORMATION,S,<android.database.sqlite.SQLiteDatabase: android.database.Cursor query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String,java.lang.String)>
NETWORK_INFORMATION,S,<java.util.Locale: java.util.Locale getDefault()>
NETWORK_INFORMATION,S,<android.app.PendingIntent: android.app.PendingIntent getService(android.content.Context,int,android.content.Intent,int)>
NETWORK_INFORMATION,S,<java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>
NETWORK_INFORMATION,S,<java.lang.String: byte[] getBytes()>
NETWORK_INFORMATION,S,<java.io.File: java.lang.String getPath()>
NETWORK_INFORMATION,S,<android.view.Window: android.view.WindowManager getWindowManager()>
NETWORK_INFORMATION,S,<android.app.Activity: android.view.WindowManager getWindowManager()>
NETWORK_INFORMATION,S,<org.json.JSONObject: long getLong(java.lang.String)>
NETWORK_INFORMATION,S,<android.view.animation.Animation: android.view.animation.Animation clone()>
NETWORK_INFORMATION,S,<android.telephony.TelephonyManager: java.lang.String getNetworkOperatorName()>
NETWORK_INFORMATION,S,<java.util.HashMap: java.util.Set entrySet()>
NETWORK_INFORMATION,S,<org.json.JSONArray: org.json.JSONArray getJSONArray(int)>
NETWORK_INFORMATION,S,<android.net.wifi.WifiInfo: java.lang.String getMacAddress()>
NETWORK_INFORMATION,S,<android.os.Environment: java.io.File getDataDirectory()>
NETWORK_INFORMATION,S,<java.io.File: java.lang.String getParent()>
NETWORK_INFORMATION,S,<org.json.JSONObject: java.util.Iterator keys()>
NETWORK_INFORMATION,S,<java.net.URLConnection: java.lang.Object getContent()>
NETWORK_INFORMATION,S,<java.lang.String: java.lang.String trim()>
NETWORK_INFORMATION,S,<android.os.Bundle: java.lang.String[] getStringArray(java.lang.String)>
NETWORK_INFORMATION,S,<android.media.MediaPlayer: android.media.MediaPlayer create(android.content.Context,android.net.Uri)>
NETWORK_INFORMATION,S,<android.view.MotionEvent: int getAction()>
NETWORK_INFORMATION,S,<android.content.res.Resources: java.lang.String getString(int)>
NETWORK_INFORMATION,S,<java.lang.reflect.Field: int getInt(java.lang.Object)>
NETWORK_INFORMATION,S,<android.app.PendingIntent: android.app.PendingIntent getBroadcast(android.content.Context,int,android.content.Intent,int)>
NETWORK_INFORMATION,S,<android.provider.Settings$Secure: java.lang.String getString(android.content.ContentResolver,java.lang.String)>
NETWORK_INFORMATION,S,<android.hardware.SensorManager: android.hardware.Sensor getDefaultSensor(int)>
NETWORK_INFORMATION,S,<android.view.MotionEvent: float getY(int)>
NETWORK_INFORMATION,S,<android.view.MotionEvent: float getY()>
NETWORK_INFORMATION,S,<android.hardware.SensorManager: boolean getRotationMatrix(float[],float[],float[],float[])>
NETWORK_INFORMATION,S,<java.lang.Long: long longValue()>
NETWORK_INFORMATION,S,<android.net.NetworkInfo: java.lang.String getExtraInfo()>
NETWORK_INFORMATION,S,<android.content.ContextWrapper: android.content.Context getApplicationContext()>
NETWORK_INFORMATION,S,<java.lang.Throwable: java.lang.String getMessage()>
NETWORK_INFORMATION,S,<java.lang.Thread: java.lang.Thread$UncaughtExceptionHandler getDefaultUncaughtExceptionHandler()>
NETWORK_INFORMATION,S,<java.math.BigInteger: byte[] toByteArray()>
NETWORK_INFORMATION,S,<java.lang.Throwable: java.lang.StackTraceElement[] getStackTrace()>
NETWORK_INFORMATION,S,<javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>
NETWORK_INFORMATION,S,<android.app.ActivityManager: java.util.List getRunningAppProcesses()>
NETWORK_INFORMATION,S,<android.os.Environment: java.lang.String getExternalStorageState()>
NETWORK_INFORMATION,S,<android.content.res.Resources: android.util.DisplayMetrics getDisplayMetrics()>
NETWORK_INFORMATION,S,<java.lang.StringBuffer: java.lang.String toString()>
NETWORK_INFORMATION,S,<android.content.ComponentName: android.content.ComponentName clone()>
NETWORK_INFORMATION,S,<android.os.Bundle: boolean getBoolean(java.lang.String)>
NETWORK_INFORMATION,S,<android.content.ContextWrapper: java.lang.Object getSystemService(java.lang.String)>
NETWORK_INFORMATION,S,<java.util.HashMap: java.lang.Object get(java.lang.Object)>
NETWORK_INFORMATION,S,<org.json.JSONArray: int getInt(int)>
NETWORK_INFORMATION,S,<java.lang.Throwable: java.lang.Throwable getCause()>
NETWORK_INFORMATION,S,<java.lang.Class: java.lang.reflect.Field getField(java.lang.String)>
NETWORK_INFORMATION,S,<android.content.ContextWrapper: java.lang.ClassLoader getClassLoader()>
NETWORK_INFORMATION,S,<android.app.PendingIntent: android.app.PendingIntent getActivity(android.content.Context,int,android.content.Intent,int)>
NETWORK_INFORMATION,S,<java.util.Vector: java.lang.Object get(int)>
NETWORK_INFORMATION,S,<java.util.ArrayList: java.util.Iterator iterator()>
NETWORK_INFORMATION,S,<android.os.Bundle: java.lang.Object get(java.lang.String)>
NETWORK_INFORMATION,S,<android.graphics.Bitmap: android.graphics.Bitmap createBitmap(int,int,android.graphics.Bitmap$Config)>
NETWORK_INFORMATION,S,<java.lang.String: char[] toCharArray()>
NETWORK_INFORMATION,S,<android.content.res.Resources: android.content.res.Configuration getConfiguration()>
NETWORK_INFORMATION,S,<android.content.Context: java.lang.String getString(int)>
NETWORK_INFORMATION,S,<android.webkit.WebView: android.webkit.WebSettings getSettings()>
NETWORK_INFORMATION,S,<android.view.KeyEvent: int getMetaState()>
NETWORK_INFORMATION,S,<java.util.Stack: java.lang.Object pop()>
NETWORK_INFORMATION,S,<android.content.ContextWrapper: android.content.res.AssetManager getAssets()>
NETWORK_INFORMATION,S,<android.content.ContextWrapper: android.content.SharedPreferences getSharedPreferences(java.lang.String,int)>
NETWORK_INFORMATION,S,<org.json.JSONObject: int getInt(java.lang.String)>
NETWORK_INFORMATION,S,<android.view.MotionEvent: int getPointerCount()>
NETWORK_INFORMATION,S,<android.os.HandlerThread: android.os.Looper getLooper()>
NETWORK_INFORMATION,S,<android.net.Uri: android.net.Uri parse(java.lang.String)>
NETWORK_INFORMATION,S,<java.util.Date: long getTime()>
NETWORK_INFORMATION,S,<android.view.ContextThemeWrapper: android.content.res.Resources getResources()>
NETWORK_INFORMATION,S,<java.text.DateFormat: java.lang.String format(java.util.Date)>
NETWORK_INFORMATION,S,<android.telephony.TelephonyManager: java.lang.String getDeviceId()>
NETWORK_INFORMATION,S,<android.net.NetworkInfo: int getType()>
NETWORK_INFORMATION,S,<android.widget.Toast: android.widget.Toast makeText(android.content.Context,java.lang.CharSequence,int)>
NETWORK_INFORMATION,S,<android.graphics.drawable.BitmapDrawable: android.graphics.Bitmap getBitmap()>
NETWORK_INFORMATION,S,<java.text.NumberFormat: java.lang.String format(double)>
NETWORK_INFORMATION,S,<android.view.Display: int getOrientation()>
NETWORK_INFORMATION,S,<org.json.JSONObject: java.lang.String getString(java.lang.String)>
NETWORK_INFORMATION,S,<java.io.StringWriter: java.lang.String toString()>
NETWORK_INFORMATION,S,<android.os.Bundle: java.lang.String getString(java.lang.String)>
NETWORK_INFORMATION,S,<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>
NETWORK_INFORMATION,S,<java.io.Writer: java.io.Writer append(java.lang.CharSequence,int,int)>
NETWORK_INFORMATION,S,<java.io.File: java.lang.String getCanonicalPath()>
NETWORK_INFORMATION,S,<android.content.Intent: android.os.Bundle getExtras()>
NETWORK_INFORMATION,S,<java.security.MessageDigest: byte[] digest()>
NETWORK_INFORMATION,S,<java.nio.charset.Charset: java.lang.String toString()>
NETWORK_INFORMATION,S,<android.view.MotionEvent: float getX(int)>
NETWORK_INFORMATION,S,<android.telephony.TelephonyManager: java.lang.String getSubscriberId()>
NETWORK_INFORMATION,S,<java.net.URLConnection: java.io.InputStream getInputStream()>
NETWORK_INFORMATION,S,<android.content.ContextWrapper: android.content.pm.ApplicationInfo getApplicationInfo()>
NETWORK_INFORMATION,S,<android.webkit.WebHistoryItem: android.webkit.WebHistoryItem clone()>
NETWORK_INFORMATION,S,<android.hardware.Sensor: int getType()>
NETWORK_INFORMATION,S,<android.app.Activity: android.app.Application getApplication()>
NETWORK_INFORMATION,S,<java.lang.System: java.lang.String getProperty(java.lang.String)>
NETWORK_INFORMATION,S,<android.graphics.Bitmap: int getHeight()>
NETWORK_INFORMATION,S,<java.lang.String: byte[] getBytes(java.lang.String)>
NETWORK_INFORMATION,S,<android.net.NetworkInfo: java.lang.String getSubtypeName()>
NETWORK_INFORMATION,S,<javax.crypto.Cipher: byte[] doFinal(byte[])>
NETWORK_INFORMATION,S,<android.net.NetworkInfo: android.net.NetworkInfo$State getState()>
NETWORK_INFORMATION,S,<android.view.View: android.os.IBinder getWindowToken()>
