categoty,analysis,method
SYSTEM_SETTINGS,S,<javax.net.ssl.SSLContext: javax.net.ssl.SSLSocketFactory getSocketFactory()>
SYSTEM_SETTINGS,S,<javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>
LOCATION_INFORMATION,S,<android.location.Location: float getAccuracy()>
LOCATION_INFORMATION,S,<android.location.Location: double getLatitude()>
LOCATION_INFORMATION,S,<android.location.LocationManager: android.location.Location getLastKnownLocation(java.lang.String)>
LOCATION_INFORMATION,S,<android.telephony.TelephonyManager: int getNetworkType()>
LOCATION_INFORMATION,S,<android.location.LocationManager: java.lang.String getBestProvider(android.location.Criteria,boolean)>
LOCATION_INFORMATION,S,<android.location.Location: double getLongitude()>
LOCATION_INFORMATION,S,<android.location.LocationManager: boolean isProviderEnabled(java.lang.String)>
LOCATION_INFORMATION,S,<android.location.Location: long getTime()>
LOCATION_INFORMATION,S,<android.location.LocationManager: java.util.List getAllProviders()>
NETWORK_INFORMATION,S,<android.view.View: int getWidth()>
NETWORK_INFORMATION,S,<android.util.SparseArray: android.util.SparseArray clone()>
NETWORK_INFORMATION,S,<java.io.ByteArrayOutputStream: byte[] toByteArray()>
NETWORK_INFORMATION,S,<java.util.LinkedList: java.lang.Object getFirst()>
NETWORK_INFORMATION,S,<java.io.FileOutputStream: java.io.FileDescriptor getFD()>
NETWORK_INFORMATION,S,<android.view.KeyEvent: int getAction()>
NETWORK_INFORMATION,S,<java.lang.StackTraceElement: java.lang.String getClassName()>
NETWORK_INFORMATION,S,<org.json.JSONArray: org.json.JSONArray put(java.lang.Object)>
NETWORK_INFORMATION,S,<java.io.Reader: int read(char[])>
NETWORK_INFORMATION,S,<java.lang.Object: java.lang.Object clone()>
NETWORK_INFORMATION,S,<java.lang.String: byte[] getBytes()>
NETWORK_INFORMATION,S,<java.lang.Thread: long getId()>
NETWORK_INFORMATION,S,<android.view.View: int getId()>
NETWORK_INFORMATION,S,<android.app.Activity: android.view.WindowManager getWindowManager()>
NETWORK_INFORMATION,S,<java.util.HashMap: java.util.Set entrySet()>
NETWORK_INFORMATION,S,<android.net.wifi.WifiInfo: java.lang.String getMacAddress()>
