categoty,analysis,method
NETWORK_INFORMATION,S,<android.view.View: int getWidth()>
NETWORK_INFORMATION,S,<android.view.View: android.os.Handler getHandler()>
NETWORK_INFORMATION,S,<android.content.Intent: java.lang.String getStringExtra(java.lang.String)>
NETWORK_INFORMATION,S,<org.json.JSONArray: java.lang.String getString(int)>
NETWORK_INFORMATION,S,<android.database.sqlite.SQLiteOpenHelper: android.database.sqlite.SQLiteDatabase getWritableDatabase()>
NETWORK_INFORMATION,S,<android.util.SparseArray: android.util.SparseArray clone()>
NETWORK_INFORMATION,S,<java.io.ByteArrayOutputStream: byte[] toByteArray()>
NETWORK_INFORMATION,S,<android.util.SparseBooleanArray: android.util.SparseBooleanArray clone()>
NETWORK_INFORMATION,S,<android.view.KeyEvent: int getAction()>
NETWORK_INFORMATION,S,<java.util.Date: java.lang.String toString()>
NETWORK_INFORMATION,S,<android.os.Message: android.os.Bundle getData()>
NETWORK_INFORMATION,S,<java.lang.Object: java.lang.Object clone()>
NETWORK_INFORMATION,S,<android.view.View: int getMeasuredHeight()>
NETWORK_INFORMATION,S,<java.lang.Class: java.lang.reflect.Method getMethod(java.lang.String,java.lang.Class[])>
NETWORK_INFORMATION,S,<android.database.sqlite.SQLiteOpenHelper: android.database.sqlite.SQLiteDatabase getReadableDatabase()>
NETWORK_INFORMATION,S,<android.database.sqlite.SQLiteDatabase: android.database.Cursor query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String,java.lang.String)>
NETWORK_INFORMATION,S,<java.util.Locale: java.util.Locale getDefault()>
NETWORK_INFORMATION,S,<java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>
NETWORK_INFORMATION,S,<java.lang.String: byte[] getBytes()>
NETWORK_INFORMATION,S,<java.net.URI: java.lang.String getHost()>
NETWORK_INFORMATION,S,<android.view.animation.Transformation: android.graphics.Matrix getMatrix()>
NETWORK_INFORMATION,S,<android.view.animation.Animation: android.view.animation.Animation clone()>
NETWORK_INFORMATION,S,<android.view.View: int getHeight()>
NETWORK_INFORMATION,S,<android.view.animation.Animation: long getDuration()>
NETWORK_INFORMATION,S,<android.widget.TextView: android.graphics.Typeface getTypeface()>
NETWORK_INFORMATION,S,<android.view.View: android.content.Context getContext()>
NETWORK_INFORMATION,S,<org.json.JSONArray: org.json.JSONArray getJSONArray(int)>
NETWORK_INFORMATION,S,<android.content.Intent: android.net.Uri getData()>
NETWORK_INFORMATION,S,<android.view.View: android.content.res.Resources getResources()>
NETWORK_INFORMATION,S,<android.view.Display: int getWidth()>
NETWORK_INFORMATION,S,<org.json.JSONObject: java.util.Iterator keys()>
NETWORK_INFORMATION,S,<java.lang.ref.Reference: java.lang.Object get()>
NETWORK_INFORMATION,S,<org.json.JSONArray: double getDouble(int)>
NETWORK_INFORMATION,S,<java.net.URLConnection: java.io.OutputStream getOutputStream()>
NETWORK_INFORMATION,S,<android.view.MotionEvent: int getAction()>
NETWORK_INFORMATION,S,<android.provider.Settings$Secure: java.lang.String getString(android.content.ContentResolver,java.lang.String)>
NETWORK_INFORMATION,S,<java.net.HttpURLConnection: int getResponseCode()>
NETWORK_INFORMATION,S,<android.content.Intent: java.lang.String getAction()>
NETWORK_INFORMATION,S,<android.view.MotionEvent: float getY()>
NETWORK_INFORMATION,S,<android.view.ViewGroup: int getChildCount()>
NETWORK_INFORMATION,S,<java.lang.Long: long longValue()>
NETWORK_INFORMATION,S,<java.lang.Double: double doubleValue()>
NETWORK_INFORMATION,S,<java.lang.Throwable: java.lang.String getMessage()>
NETWORK_INFORMATION,S,<java.lang.Thread: java.lang.Thread$UncaughtExceptionHandler getDefaultUncaughtExceptionHandler()>
NETWORK_INFORMATION,S,<android.content.ContextWrapper: android.content.pm.PackageManager getPackageManager()>
NETWORK_INFORMATION,S,<android.content.res.Resources: android.util.DisplayMetrics getDisplayMetrics()>
NETWORK_INFORMATION,S,<android.content.ComponentName: android.content.ComponentName clone()>
NETWORK_INFORMATION,S,<android.view.View$MeasureSpec: int getSize(int)>
NETWORK_INFORMATION,S,<java.net.URLConnection: java.net.URL getURL()>
NETWORK_INFORMATION,S,<java.util.HashMap: java.lang.Object get(java.lang.Object)>
NETWORK_INFORMATION,S,<org.json.JSONArray: int getInt(int)>
NETWORK_INFORMATION,S,<java.util.Vector: java.lang.Object get(int)>
NETWORK_INFORMATION,S,<java.io.File: java.io.File getParentFile()>
NETWORK_INFORMATION,S,<android.graphics.Bitmap: android.graphics.Bitmap createBitmap(int,int,android.graphics.Bitmap$Config)>
NETWORK_INFORMATION,S,<org.json.JSONArray: java.lang.Object get(int)>
NETWORK_INFORMATION,S,<java.net.URI: java.lang.String getScheme()>
NETWORK_INFORMATION,S,<java.util.LinkedList: java.lang.Object get(int)>
NETWORK_INFORMATION,S,<android.os.Bundle: java.lang.String toString()>
NETWORK_INFORMATION,S,<android.webkit.WebView: android.webkit.WebSettings getSettings()>
NETWORK_INFORMATION,S,<android.content.ContextWrapper: java.lang.String getPackageName()>
NETWORK_INFORMATION,S,<android.os.Looper: android.os.Looper getMainLooper()>
NETWORK_INFORMATION,S,<android.content.ContextWrapper: android.content.SharedPreferences getSharedPreferences(java.lang.String,int)>
NETWORK_INFORMATION,S,<android.os.HandlerThread: android.os.Looper getLooper()>
NETWORK_INFORMATION,S,<android.net.Uri: android.net.Uri parse(java.lang.String)>
NETWORK_INFORMATION,S,<java.lang.String: java.lang.String toString()>
NETWORK_INFORMATION,S,<java.util.StringTokenizer: java.lang.String nextToken()>
NETWORK_INFORMATION,S,<org.json.JSONObject: org.json.JSONObject getJSONObject(java.lang.String)>
NETWORK_INFORMATION,S,<android.view.View: int getVisibility()>
NETWORK_INFORMATION,S,<android.view.View$MeasureSpec: int getMode(int)>
NETWORK_INFORMATION,S,<android.app.AlertDialog$Builder: android.app.AlertDialog show()>
NETWORK_INFORMATION,S,<android.widget.Toast: android.widget.Toast makeText(android.content.Context,java.lang.CharSequence,int)>
NETWORK_INFORMATION,S,<java.net.URL: java.lang.String toString()>
NETWORK_INFORMATION,S,<android.view.Display: int getOrientation()>
NETWORK_INFORMATION,S,<android.view.KeyEvent: long getEventTime()>
NETWORK_INFORMATION,S,<android.widget.TextView: java.lang.CharSequence getText()>
NETWORK_INFORMATION,S,<org.json.JSONObject: java.lang.String getString(java.lang.String)>
NETWORK_INFORMATION,S,<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>
NETWORK_INFORMATION,S,<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>
NETWORK_INFORMATION,S,<java.lang.Thread: java.lang.Thread$State getState()>
NETWORK_INFORMATION,S,<android.text.method.LinkMovementMethod: android.text.method.MovementMethod getInstance()>
NETWORK_INFORMATION,S,<java.io.Writer: java.io.Writer append(java.lang.CharSequence,int,int)>
NETWORK_INFORMATION,S,<org.apache.http.HttpHost: int getPort()>
NETWORK_INFORMATION,S,<java.security.MessageDigest: byte[] digest()>
NETWORK_INFORMATION,S,<android.graphics.Bitmap: android.graphics.Bitmap createScaledBitmap(android.graphics.Bitmap,int,int,boolean)>
NETWORK_INFORMATION,S,<java.net.URLConnection: java.io.InputStream getInputStream()>
NETWORK_INFORMATION,S,<java.util.Hashtable: java.lang.Object get(java.lang.Object)>
NETWORK_INFORMATION,S,<android.content.Context: java.lang.CharSequence getText(int)>
NETWORK_INFORMATION,S,<android.view.View: int getMeasuredWidth()>
NETWORK_INFORMATION,S,<android.view.View: android.view.ViewParent getParent()>
NETWORK_INFORMATION,S,<android.content.res.Resources: android.graphics.drawable.Drawable getDrawable(int)>
NETWORK_INFORMATION,S,<android.webkit.WebHistoryItem: android.webkit.WebHistoryItem clone()>
NETWORK_INFORMATION,S,<android.view.MotionEvent: long getEventTime()>
