categoty,analysis,method
BLUETOOTH_INFORMATION,S,<android.bluetooth.BluetoothAdapter: android.bluetooth.BluetoothAdapter getDefaultAdapter()>
ACCOUNT_INFORMATION,S,<android.accounts.AccountManager: android.accounts.AccountManager get(android.content.Context)>
ACCOUNT_INFORMATION,S,<android.accounts.AccountManager: android.accounts.Account[] getAccounts()>
NETWORK_INFORMATION,S,<android.view.View: int getWidth()>
NETWORK_INFORMATION,S,<android.content.Intent: java.lang.String getStringExtra(java.lang.String)>
NETWORK_INFORMATION,S,<android.util.SparseArray: android.util.SparseArray clone()>
NETWORK_INFORMATION,S,<android.util.SparseBooleanArray: android.util.SparseBooleanArray clone()>
NETWORK_INFORMATION,S,<android.view.KeyEvent: int getAction()>
NETWORK_INFORMATION,S,<android.webkit.WebSettings: java.lang.String getUserAgentString()>
NETWORK_INFORMATION,S,<android.view.MotionEvent: int getPointerId(int)>
NETWORK_INFORMATION,S,<android.content.res.Resources: android.content.res.AssetManager getAssets()>
NETWORK_INFORMATION,S,<org.json.JSONArray: org.json.JSONArray put(java.lang.Object)>
NETWORK_INFORMATION,S,<java.lang.Object: java.lang.Object clone()>
NETWORK_INFORMATION,S,<android.view.View: int getMeasuredHeight()>
NETWORK_INFORMATION,S,<java.lang.Class: java.lang.reflect.Method getMethod(java.lang.String,java.lang.Class[])>
NETWORK_INFORMATION,S,<android.content.ContextWrapper: android.content.Intent registerReceiver(android.content.BroadcastReceiver,android.content.IntentFilter)>
NETWORK_INFORMATION,S,<java.lang.System: java.lang.String getProperty(java.lang.String,java.lang.String)>
NETWORK_INFORMATION,S,<java.lang.Package: java.lang.String getName()>
NETWORK_INFORMATION,S,<android.widget.TextView: int getLineCount()>
NETWORK_INFORMATION,S,<java.util.Locale: java.util.Locale getDefault()>
NETWORK_INFORMATION,S,<android.text.Layout: int getWidth()>
NETWORK_INFORMATION,S,<java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>
NETWORK_INFORMATION,S,<java.lang.String: byte[] getBytes()>
NETWORK_INFORMATION,S,<android.view.View: int getId()>
NETWORK_INFORMATION,S,<android.content.Intent: android.os.Bundle getBundleExtra(java.lang.String)>
NETWORK_INFORMATION,S,<android.text.Layout: int getHeight()>
NETWORK_INFORMATION,S,<android.app.Activity: android.view.WindowManager getWindowManager()>
NETWORK_INFORMATION,S,<android.net.Uri: android.net.Uri withAppendedPath(android.net.Uri,java.lang.String)>
NETWORK_INFORMATION,S,<android.view.animation.Animation: android.view.animation.Animation clone()>
NETWORK_INFORMATION,S,<android.telephony.TelephonyManager: java.lang.String getNetworkOperatorName()>
NETWORK_INFORMATION,S,<android.view.View: int getHeight()>
NETWORK_INFORMATION,S,<android.view.View: android.content.Context getContext()>
NETWORK_INFORMATION,S,<android.view.View: android.view.ViewGroup$LayoutParams getLayoutParams()>
NETWORK_INFORMATION,S,<android.widget.TextView: int getSelectionEnd()>
NETWORK_INFORMATION,S,<android.os.Bundle: java.io.Serializable getSerializable(java.lang.String)>
NETWORK_INFORMATION,S,<android.view.View: android.content.res.Resources getResources()>
NETWORK_INFORMATION,S,<android.widget.TextView: int getSelectionStart()>
NETWORK_INFORMATION,S,<java.lang.Integer: java.lang.String toString()>
NETWORK_INFORMATION,S,<java.lang.String: java.lang.String trim()>
NETWORK_INFORMATION,S,<android.media.AudioManager: int getMode()>
NETWORK_INFORMATION,S,<java.lang.Runtime: java.lang.Runtime getRuntime()>
NETWORK_INFORMATION,S,<java.lang.ref.Reference: java.lang.Object get()>
NETWORK_INFORMATION,S,<android.media.MediaPlayer: android.media.MediaPlayer create(android.content.Context,android.net.Uri)>
NETWORK_INFORMATION,S,<android.view.MotionEvent: int getAction()>
NETWORK_INFORMATION,S,<java.net.HttpURLConnection: int getResponseCode()>
NETWORK_INFORMATION,S,<android.provider.Settings$Secure: java.lang.String getString(android.content.ContentResolver,java.lang.String)>
NETWORK_INFORMATION,S,<android.content.Intent: java.lang.String getAction()>
NETWORK_INFORMATION,S,<android.view.MotionEvent: float getY()>
NETWORK_INFORMATION,S,<android.view.MotionEvent: float getY(int)>
NETWORK_INFORMATION,S,<android.view.ViewGroup: int getChildCount()>
NETWORK_INFORMATION,S,<java.lang.Long: long longValue()>
NETWORK_INFORMATION,S,<java.lang.Float: float floatValue()>
NETWORK_INFORMATION,S,<java.lang.Double: double doubleValue()>
NETWORK_INFORMATION,S,<android.content.ContextWrapper: android.content.Context getApplicationContext()>
NETWORK_INFORMATION,S,<java.lang.Class: java.lang.Object newInstance()>
NETWORK_INFORMATION,S,<java.lang.Throwable: java.lang.String getMessage()>
NETWORK_INFORMATION,S,<java.lang.Thread: java.lang.Thread$UncaughtExceptionHandler getDefaultUncaughtExceptionHandler()>
NETWORK_INFORMATION,S,<java.lang.Throwable: java.lang.StackTraceElement[] getStackTrace()>
NETWORK_INFORMATION,S,<javax.crypto.Cipher: javax.crypto.Cipher getInstance(java.lang.String)>
NETWORK_INFORMATION,S,<android.content.ContextWrapper: android.content.pm.PackageManager getPackageManager()>
NETWORK_INFORMATION,S,<android.preference.PreferenceManager: android.content.SharedPreferences getDefaultSharedPreferences(android.content.Context)>
NETWORK_INFORMATION,S,<android.content.res.Resources: android.util.DisplayMetrics getDisplayMetrics()>
NETWORK_INFORMATION,S,<android.content.ComponentName: android.content.ComponentName clone()>
NETWORK_INFORMATION,S,<android.view.View$MeasureSpec: int getSize(int)>
NETWORK_INFORMATION,S,<android.content.res.Resources: int getIdentifier(java.lang.String,java.lang.String,java.lang.String)>
NETWORK_INFORMATION,S,<java.lang.Class: java.lang.Package getPackage()>
NETWORK_INFORMATION,S,<android.content.Intent: boolean getBooleanExtra(java.lang.String,boolean)>
NETWORK_INFORMATION,S,<java.util.HashMap: java.lang.Object get(java.lang.Object)>
NETWORK_INFORMATION,S,<android.view.KeyEvent: int getMaxKeyCode()>
NETWORK_INFORMATION,S,<java.util.ArrayList: java.util.Iterator iterator()>
NETWORK_INFORMATION,S,<android.graphics.Bitmap: android.graphics.Bitmap createBitmap(int,int,android.graphics.Bitmap$Config)>
NETWORK_INFORMATION,S,<android.content.ContextWrapper: java.io.File getCacheDir()>
NETWORK_INFORMATION,S,<android.view.KeyEvent: int getKeyCode()>
NETWORK_INFORMATION,S,<java.util.AbstractSequentialList: java.util.Iterator iterator()>
NETWORK_INFORMATION,S,<java.util.LinkedList: java.lang.Object get(int)>
NETWORK_INFORMATION,S,<android.content.ContextWrapper: java.lang.String getPackageName()>
NETWORK_INFORMATION,S,<android.webkit.WebView: android.webkit.WebSettings getSettings()>
NETWORK_INFORMATION,S,<android.content.ContextWrapper: android.content.SharedPreferences getSharedPreferences(java.lang.String,int)>
NETWORK_INFORMATION,S,<android.content.ContentResolver: android.database.Cursor query(android.net.Uri,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String)>
NETWORK_INFORMATION,S,<android.view.MotionEvent: int getPointerCount()>
NETWORK_INFORMATION,S,<android.net.Uri: android.net.Uri parse(java.lang.String)>
NETWORK_INFORMATION,S,<java.util.Date: long getTime()>
NETWORK_INFORMATION,S,<android.view.ContextThemeWrapper: android.content.res.Resources getResources()>
NETWORK_INFORMATION,S,<java.util.StringTokenizer: java.lang.String nextToken()>
NETWORK_INFORMATION,S,<android.view.View: int getLeft()>
NETWORK_INFORMATION,S,<android.view.View: int getVisibility()>
NETWORK_INFORMATION,S,<android.view.View$MeasureSpec: int getMode(int)>
NETWORK_INFORMATION,S,<android.content.ContextWrapper: android.content.ContentResolver getContentResolver()>
NETWORK_INFORMATION,S,<android.telephony.TelephonyManager: java.lang.String getDeviceId()>
NETWORK_INFORMATION,S,<android.net.NetworkInfo: int getType()>
NETWORK_INFORMATION,S,<java.util.ArrayList: java.lang.Object get(int)>
NETWORK_INFORMATION,S,<android.view.View: int getSuggestedMinimumHeight()>
NETWORK_INFORMATION,S,<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>
NETWORK_INFORMATION,S,<android.app.Activity: android.content.Intent getIntent()>
NETWORK_INFORMATION,S,<android.view.View: int getSuggestedMinimumWidth()>
NETWORK_INFORMATION,S,<java.nio.charset.Charset: java.nio.charset.Charset forName(java.lang.String)>
NETWORK_INFORMATION,S,<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>
NETWORK_INFORMATION,S,<javax.crypto.Cipher: byte[] getIV()>
NETWORK_INFORMATION,S,<java.io.Writer: java.io.Writer append(java.lang.CharSequence,int,int)>
NETWORK_INFORMATION,S,<android.content.Intent: android.os.Bundle getExtras()>
NETWORK_INFORMATION,S,<android.widget.VideoView: int getCurrentPosition()>
NETWORK_INFORMATION,S,<java.security.MessageDigest: byte[] digest()>
NETWORK_INFORMATION,S,<android.content.Intent: java.lang.String getDataString()>
NETWORK_INFORMATION,S,<java.net.URLConnection: java.io.InputStream getInputStream()>
NETWORK_INFORMATION,S,<android.view.MotionEvent: float getX(int)>
NETWORK_INFORMATION,S,<android.app.AlertDialog$Builder: android.app.AlertDialog create()>
NETWORK_INFORMATION,S,<android.content.ContextWrapper: android.content.pm.ApplicationInfo getApplicationInfo()>
NETWORK_INFORMATION,S,<android.widget.VideoView: int getDuration()>
NETWORK_INFORMATION,S,<android.view.View: int getMeasuredWidth()>
NETWORK_INFORMATION,S,<android.view.View: android.view.ViewParent getParent()>
NETWORK_INFORMATION,S,<android.webkit.WebHistoryItem: android.webkit.WebHistoryItem clone()>
NETWORK_INFORMATION,S,<android.graphics.Bitmap: int getHeight()>
NETWORK_INFORMATION,S,<java.lang.String: byte[] getBytes(java.lang.String)>
NETWORK_INFORMATION,S,<java.lang.reflect.Array: java.lang.Object newInstance(java.lang.Class,int[])>
NETWORK_INFORMATION,S,<javax.crypto.Cipher: byte[] doFinal(byte[])>
NETWORK_INFORMATION,S,<java.lang.Class: java.lang.String getName()>
NETWORK_INFORMATION,S,<java.lang.StackTraceElement: java.lang.String toString()>
NETWORK_INFORMATION,S,<android.os.Environment: java.io.File getExternalStorageDirectory()>
NETWORK_INFORMATION,S,<java.lang.StringBuilder: java.lang.String toString()>
NETWORK_INFORMATION,S,<android.graphics.Bitmap: int getWidth()>
NETWORK_INFORMATION,S,<java.util.Locale: java.lang.String getCountry()>
NETWORK_INFORMATION,S,<android.animation.Animator: android.animation.Animator clone()>
NETWORK_INFORMATION,S,<android.widget.EditText: android.text.Editable getText()>
NETWORK_INFORMATION,S,<android.view.View: int getTop()>
NETWORK_INFORMATION,S,<android.view.ViewGroup: android.view.View getChildAt(int)>
NETWORK_INFORMATION,S,<java.util.Locale: java.lang.String getLanguage()>
NETWORK_INFORMATION,S,<android.media.AudioManager: int getRingerMode()>
NETWORK_INFORMATION,S,<android.content.Intent: int getIntExtra(java.lang.String,int)>
NETWORK_INFORMATION,S,<java.io.File: java.lang.String getAbsolutePath()>
NETWORK_INFORMATION,S,<android.content.ContextWrapper: java.io.File getFilesDir()>
NETWORK_INFORMATION,S,<java.io.File: java.lang.String toString()>
NETWORK_INFORMATION,S,<android.app.Activity: java.lang.Object getSystemService(java.lang.String)>
NETWORK_INFORMATION,S,<android.view.MotionEvent: float getX()>
NETWORK_INFORMATION,S,<android.media.AudioManager: boolean isMusicActive()>
NETWORK_INFORMATION,S,<android.content.Intent: long getLongExtra(java.lang.String,long)>
NETWORK_INFORMATION,S,<javax.microedition.khronos.egl.EGLContext: javax.microedition.khronos.egl.EGL getEGL()>
NETWORK_INFORMATION,S,<android.app.Activity: android.view.Window getWindow()>
NETWORK_INFORMATION,S,<android.view.SurfaceView: android.view.SurfaceHolder getHolder()>
NETWORK_INFORMATION,S,<android.webkit.WebBackForwardList: android.webkit.WebBackForwardList clone()>
NETWORK_INFORMATION,D,<android.content.ContextWrapper: android.content.SharedPreferences getSharedPreferences(java.lang.String,int)>
NETWORK_INFORMATION,D,<android.graphics.Bitmap: int getHeight()>
NETWORK_INFORMATION,D,<java.lang.reflect.Array: java.lang.Object newInstance(java.lang.Class,int[])>
NETWORK_INFORMATION,D,<android.view.MotionEvent: int getPointerCount()>
NETWORK_INFORMATION,D,<android.net.Uri: android.net.Uri parse(java.lang.String)>
NETWORK_INFORMATION,D,<java.security.Provider: java.lang.Object remove(java.lang.Object)>
NETWORK_INFORMATION,D,<android.view.ContextThemeWrapper: android.content.res.Resources getResources()>
NETWORK_INFORMATION,D,<android.view.MotionEvent: int getAction()>
NETWORK_INFORMATION,D,<java.lang.Class: java.lang.String getName()>
NETWORK_INFORMATION,D,<android.view.View: int getVisibility()>
NETWORK_INFORMATION,D,<android.view.MotionEvent: int getPointerId(int)>
NETWORK_INFORMATION,D,<java.lang.StringBuilder: java.lang.String toString()>
NETWORK_INFORMATION,D,<android.graphics.Bitmap: int getWidth()>
NETWORK_INFORMATION,D,<android.view.MotionEvent: float getY()>
NETWORK_INFORMATION,D,<android.view.MotionEvent: float getY(int)>
NETWORK_INFORMATION,D,<android.view.ViewGroup: int getChildCount()>
NETWORK_INFORMATION,D,<android.view.View: int getMeasuredHeight()>
NETWORK_INFORMATION,D,<android.content.ContextWrapper: android.content.Context getApplicationContext()>
NETWORK_INFORMATION,D,<java.util.ArrayList: java.lang.Object get(int)>
NETWORK_INFORMATION,D,<android.view.ViewGroup: android.view.View getChildAt(int)>
NETWORK_INFORMATION,D,<android.view.View: int getSuggestedMinimumHeight()>
NETWORK_INFORMATION,D,<android.view.View$MeasureSpec: int getSize(int)>
NETWORK_INFORMATION,D,<android.view.View: int getSuggestedMinimumWidth()>
NETWORK_INFORMATION,D,<android.content.ContextWrapper: java.io.File getFilesDir()>
NETWORK_INFORMATION,D,<android.view.KeyEvent: int getMaxKeyCode()>
NETWORK_INFORMATION,D,<java.util.AbstractList: java.util.Iterator iterator()>
NETWORK_INFORMATION,D,<java.util.ArrayList: java.util.Iterator iterator()>
NETWORK_INFORMATION,D,<android.text.Layout: int getHeight()>
NETWORK_INFORMATION,D,<android.view.MotionEvent: float getX()>
NETWORK_INFORMATION,D,<android.graphics.Bitmap: android.graphics.Bitmap createBitmap(int,int,android.graphics.Bitmap$Config)>
NETWORK_INFORMATION,D,<android.view.KeyEvent: int getKeyCode()>
NETWORK_INFORMATION,D,<android.view.MotionEvent: float getX(int)>
NETWORK_INFORMATION,D,<javax.microedition.khronos.egl.EGLContext: javax.microedition.khronos.egl.EGL getEGL()>
NETWORK_INFORMATION,D,<android.view.View: android.view.ViewGroup$LayoutParams getLayoutParams()>
NETWORK_INFORMATION,D,<java.util.HashSet: java.util.Iterator iterator()>
NETWORK_INFORMATION,D,<android.view.View: int getMeasuredWidth()>
NETWORK_INFORMATION,D,<java.security.Provider: java.lang.Object put(java.lang.Object,java.lang.Object)>
NETWORK_INFORMATION,D,<java.security.Provider: java.util.Collection values()>
NETWORK_INFORMATION,D,<android.view.View: android.view.ViewParent getParent()>
LOCATION_INFORMATION,S,<android.location.Location: float getAccuracy()>
LOCATION_INFORMATION,S,<android.location.Location: double getLatitude()>
